a,18,family,16,16,16,6,null,null
a,18,drink,null,null,null,null,null,medium
a,18,drink,null,null,null,null,null,medium
a,18,drink,null,null,null,null,null,medium
a,18,drink,null,null,null,null,null,medium
a,19,plate,9,9,null,5,null,null
a,19,drink,null,null,null,null,null,large
a,20,family,8,7,11,1,null,null
a,20,drink,null,null,null,null,null,medium
a,20,drink,null,null,null,null,null,medium
a,20,drink,null,null,null,null,null,medium
a,20,drink,null,null,null,null,null,medium
a,21,plate,14,13,null,4,null,null
a,21,drink,null,null,null,null,null,large
a,22,family,16,8,9,3,null,null
a,22,drink,null,null,null,null,null,medium
a,22,drink,null,null,null,null,null,medium
a,22,drink,null,null,null,null,null,medium
a,22,drink,null,null,null,null,null,medium
a,23,plate,10,14,null,6,null,null
a,23,drink,null,null,null,null,null,large
a,24,bowl,14,null,null,2,null,null
a,24,drink,null,null,null,null,null,medium
a,25,family,13,16,10,1,null,null
a,25,drink,null,null,null,null,null,medium
a,25,drink,null,null,null,null,null,medium
a,25,drink,null,null,null,null,null,medium
a,25,drink,null,null,null,null,null,medium
a,26,plate,8,7,null,5,null,null
a,26,drink,null,null,null,null,null,large
a,27,plate,15,14,null,5,null,null
a,27,drink,null,null,null,null,null,large
a,28,bowl,13,null,null,4,null,null
a,28,drink,null,null,null,null,null,medium
a,29,bowl,15,null,null,2,null,null
a,29,drink,null,null,null,null,null,medium
a,30,family,14,12,8,6,null,null
a,30,drink,null,null,null,null,null,medium
a,30,drink,null,null,null,null,null,medium
a,30,drink,null,null,null,null,null,medium
a,30,drink,null,null,null,null,null,medium
a,31,bowl,11,null,null,4,null,null
a,31,drink,null,null,null,null,null,medium
a,32,bowl,15,null,null,4,null,null
a,32,drink,null,null,null,null,null,medium
a,33,plate,10,13,null,1,null,null
a,33,drink,null,null,null,null,null,large
a,34,plate,17,13,null,4,null,null
a,34,drink,null,null,null,null,null,large
a,35,plate,17,14,null,4,null,null
a,35,drink,null,null,null,null,null,large
a,36,plate,12,16,null,6,null,null
a,36,drink,null,null,null,null,null,large
a,37,bowl,11,null,null,4,null,null
a,37,drink,null,null,null,null,null,medium
a,38,bowl,10,null,null,1,null,null
a,38,drink,null,null,null,null,null,medium
a,39,plate,14,12,null,4,null,null
a,39,drink,null,null,null,null,null,large
a,40,bowl,9,null,null,6,null,null
a,40,drink,null,null,null,null,null,medium
a,41,bowl,17,null,null,2,null,null
a,41,drink,null,null,null,null,null,medium
a,42,plate,14,15,null,4,null,null
a,42,drink,null,null,null,null,null,large
a,43,family,13,11,17,1,null,null
a,43,drink,null,null,null,null,null,medium
a,43,drink,null,null,null,null,null,medium
a,43,drink,null,null,null,null,null,medium
a,43,drink,null,null,null,null,null,medium
a,44,plate,12,9,null,5,null,null
a,44,drink,null,null,null,null,null,large
a,45,bowl,9,null,null,1,null,null
a,45,drink,null,null,null,null,null,medium
a,46,bowl,9,null,null,1,null,null
a,46,drink,null,null,null,null,null,medium
a,47,family,17,11,16,3,null,null
a,47,drink,null,null,null,null,null,medium
a,47,drink,null,null,null,null,null,medium
a,47,drink,null,null,null,null,null,medium
a,47,drink,null,null,null,null,null,medium
a,48,plate,16,8,null,4,null,null
a,48,drink,null,null,null,null,null,large
a,49,plate,10,12,null,2,null,null
a,49,drink,null,null,null,null,null,large
a,50,family,12,8,17,3,null,null
a,50,drink,null,null,null,null,null,medium
a,50,drink,null,null,null,null,null,medium
a,50,drink,null,null,null,null,null,medium
a,50,drink,null,null,null,null,null,medium
a,51,family,15,14,10,5,null,null
a,51,drink,null,null,null,null,null,medium
a,51,drink,null,null,null,null,null,medium
a,51,drink,null,null,null,null,null,medium
a,51,drink,null,null,null,null,null,medium
a,52,bowl,14,null,null,6,null,null
a,52,drink,null,null,null,null,null,medium
a,53,family,9,9,8,2,null,null
a,53,drink,null,null,null,null,null,medium
a,53,drink,null,null,null,null,null,medium
a,53,drink,null,null,null,null,null,medium
a,53,drink,null,null,null,null,null,medium
a,54,bowl,16,null,null,1,null,null
a,54,drink,null,null,null,null,null,medium
a,55,bowl,15,null,null,5,null,null
a,55,drink,null,null,null,null,null,medium
a,56,plate,13,14,null,4,null,null
a,56,drink,null,null,null,null,null,large
a,57,family,10,13,17,4,null,null
a,57,drink,null,null,null,null,null,medium
a,57,drink,null,null,null,null,null,medium
a,57,drink,null,null,null,null,null,medium
a,57,drink,null,null,null,null,null,medium
a,58,bowl,17,null,null,3,null,null
a,58,drink,null,null,null,null,null,medium
a,59,bowl,13,null,null,5,null,null
a,59,drink,null,null,null,null,null,medium
a,60,family,17,9,13,1,null,null
a,60,drink,null,null,null,null,null,medium
a,60,drink,null,null,null,null,null,medium
a,60,drink,null,null,null,null,null,medium
a,60,drink,null,null,null,null,null,medium
a,61,plate,10,13,null,3,null,null
a,61,drink,null,null,null,null,null,large
a,62,family,11,8,7,4,null,null
a,62,drink,null,null,null,null,null,medium
a,62,drink,null,null,null,null,null,medium
a,62,drink,null,null,null,null,null,medium
a,62,drink,null,null,null,null,null,medium
a,63,plate,13,12,null,1,null,null
a,63,drink,null,null,null,null,null,large
a,64,plate,8,15,null,4,null,null
a,64,drink,null,null,null,null,null,large
a,65,plate,13,14,null,2,null,null
a,65,drink,null,null,null,null,null,large
a,66,family,8,9,17,6,null,null
a,66,drink,null,null,null,null,null,medium
a,66,drink,null,null,null,null,null,medium
a,66,drink,null,null,null,null,null,medium
a,66,drink,null,null,null,null,null,medium
a,67,plate,10,9,null,3,null,null
a,67,drink,null,null,null,null,null,large
a,68,family,15,10,11,3,null,null
a,68,drink,null,null,null,null,null,medium
a,68,drink,null,null,null,null,null,medium
a,68,drink,null,null,null,null,null,medium
a,68,drink,null,null,null,null,null,medium
a,69,bowl,17,null,null,6,null,null
a,69,drink,null,null,null,null,null,medium
a,70,family,13,12,17,1,null,null
a,70,drink,null,null,null,null,null,medium
a,70,drink,null,null,null,null,null,medium
a,70,drink,null,null,null,null,null,medium
a,70,drink,null,null,null,null,null,medium
a,71,plate,8,15,null,1,null,null
a,71,drink,null,null,null,null,null,large
a,72,bowl,10,null,null,5,null,null
a,72,drink,null,null,null,null,null,medium
a,73,family,15,10,10,4,null,null
a,73,drink,null,null,null,null,null,medium
a,73,drink,null,null,null,null,null,medium
a,73,drink,null,null,null,null,null,medium
a,73,drink,null,null,null,null,null,medium
a,74,bowl,7,null,null,4,null,null
a,74,drink,null,null,null,null,null,medium
a,75,family,10,9,10,3,null,null
a,75,drink,null,null,null,null,null,medium
a,75,drink,null,null,null,null,null,medium
a,75,drink,null,null,null,null,null,medium
a,75,drink,null,null,null,null,null,medium
a,76,bowl,16,null,null,1,null,null
a,76,drink,null,null,null,null,null,medium
a,77,plate,16,15,null,1,null,null
a,77,drink,null,null,null,null,null,large
a,78,bowl,8,null,null,4,null,null
a,78,drink,null,null,null,null,null,medium
a,79,bowl,17,null,null,3,null,null
a,79,drink,null,null,null,null,null,medium
a,80,plate,10,15,null,2,null,null
a,80,drink,null,null,null,null,null,large
a,81,family,17,13,7,6,null,null
a,81,drink,null,null,null,null,null,medium
a,81,drink,null,null,null,null,null,medium
a,81,drink,null,null,null,null,null,medium
a,81,drink,null,null,null,null,null,medium
a,82,bowl,15,null,null,6,null,null
a,82,drink,null,null,null,null,null,medium
a,83,bowl,9,null,null,6,null,null
a,83,drink,null,null,null,null,null,medium
a,84,plate,16,8,null,6,null,null
a,84,drink,null,null,null,null,null,large
a,85,plate,15,8,null,1,null,null
a,85,drink,null,null,null,null,null,large
a,86,plate,9,8,null,3,null,null
a,86,drink,null,null,null,null,null,large
a,87,bowl,13,null,null,5,null,null
a,87,drink,null,null,null,null,null,medium
a,88,plate,8,16,null,1,null,null
a,88,drink,null,null,null,null,null,large
a,89,family,11,14,17,6,null,null
a,89,drink,null,null,null,null,null,medium
a,89,drink,null,null,null,null,null,medium
a,89,drink,null,null,null,null,null,medium
a,89,drink,null,null,null,null,null,medium
a,90,bowl,11,null,null,6,null,null
a,90,drink,null,null,null,null,null,medium
a,91,plate,16,8,null,2,null,null
a,91,drink,null,null,null,null,null,large
a,92,family,11,12,7,5,null,null
a,92,drink,null,null,null,null,null,medium
a,92,drink,null,null,null,null,null,medium
a,92,drink,null,null,null,null,null,medium
a,92,drink,null,null,null,null,null,medium
a,93,family,17,11,13,6,null,null
a,93,drink,null,null,null,null,null,medium
a,93,drink,null,null,null,null,null,medium
a,93,drink,null,null,null,null,null,medium
a,93,drink,null,null,null,null,null,medium
a,94,bowl,12,null,null,5,null,null
a,94,drink,null,null,null,null,null,medium
a,95,bowl,15,null,null,2,null,null
a,95,drink,null,null,null,null,null,medium
a,96,family,17,8,16,3,null,null
a,96,drink,null,null,null,null,null,medium
a,96,drink,null,null,null,null,null,medium
a,96,drink,null,null,null,null,null,medium
a,96,drink,null,null,null,null,null,medium
a,97,bowl,16,null,null,3,null,null
a,97,drink,null,null,null,null,null,medium
a,98,plate,16,9,null,3,null,null
a,98,drink,null,null,null,null,null,large
a,99,plate,12,8,null,6,null,null
a,99,drink,null,null,null,null,null,large
a,100,plate,14,10,null,1,null,null
a,100,drink,null,null,null,null,null,large
a,101,bowl,15,null,null,5,null,null
a,101,drink,null,null,null,null,null,medium
a,102,plate,14,7,null,2,null,null
a,102,drink,null,null,null,null,null,large
a,103,family,11,7,12,6,null,null
a,103,drink,null,null,null,null,null,medium
a,103,drink,null,null,null,null,null,medium
a,103,drink,null,null,null,null,null,medium
a,103,drink,null,null,null,null,null,medium
a,104,bowl,17,null,null,3,null,null
a,104,drink,null,null,null,null,null,medium
a,105,family,13,10,17,3,null,null
a,105,drink,null,null,null,null,null,medium
a,105,drink,null,null,null,null,null,medium
a,105,drink,null,null,null,null,null,medium
a,105,drink,null,null,null,null,null,medium
a,106,bowl,14,null,null,1,null,null
a,106,drink,null,null,null,null,null,medium
a,107,family,16,17,11,2,null,null
a,107,drink,null,null,null,null,null,medium
a,107,drink,null,null,null,null,null,medium
a,107,drink,null,null,null,null,null,medium
a,107,drink,null,null,null,null,null,medium
a,108,bowl,14,null,null,6,null,null
a,108,drink,null,null,null,null,null,medium
a,109,plate,14,14,null,5,null,null
a,109,drink,null,null,null,null,null,large
a,110,bowl,15,null,null,5,null,null
a,110,drink,null,null,null,null,null,medium
a,111,bowl,13,null,null,6,null,null
a,111,drink,null,null,null,null,null,medium
a,112,family,17,11,7,4,null,null
a,112,drink,null,null,null,null,null,medium
a,112,drink,null,null,null,null,null,medium
a,112,drink,null,null,null,null,null,medium
a,112,drink,null,null,null,null,null,medium
a,113,plate,8,14,null,2,null,null
a,113,drink,null,null,null,null,null,large
a,114,family,11,11,17,3,null,null
a,114,drink,null,null,null,null,null,medium
a,114,drink,null,null,null,null,null,medium
a,114,drink,null,null,null,null,null,medium
a,114,drink,null,null,null,null,null,medium
a,115,bowl,7,null,null,4,null,null
a,115,drink,null,null,null,null,null,medium
a,116,bowl,9,null,null,3,null,null
a,116,drink,null,null,null,null,null,medium
a,117,bowl,7,null,null,1,null,null
a,117,drink,null,null,null,null,null,medium
a,118,family,17,16,10,4,null,null
a,118,drink,null,null,null,null,null,medium
a,118,drink,null,null,null,null,null,medium
a,118,drink,null,null,null,null,null,medium
a,118,drink,null,null,null,null,null,medium
a,119,family,17,16,9,3,null,null
a,119,drink,null,null,null,null,null,medium
a,119,drink,null,null,null,null,null,medium
a,119,drink,null,null,null,null,null,medium
a,119,drink,null,null,null,null,null,medium
a,120,family,8,9,7,2,null,null
a,120,drink,null,null,null,null,null,medium
a,120,drink,null,null,null,null,null,medium
a,120,drink,null,null,null,null,null,medium
a,120,drink,null,null,null,null,null,medium
a,121,family,15,9,9,2,null,null
a,121,drink,null,null,null,null,null,medium
a,121,drink,null,null,null,null,null,medium
a,121,drink,null,null,null,null,null,medium
a,121,drink,null,null,null,null,null,medium
a,122,bowl,16,null,null,6,null,null
a,122,drink,null,null,null,null,null,medium
a,123,family,14,9,7,1,null,null
a,123,drink,null,null,null,null,null,medium
a,123,drink,null,null,null,null,null,medium
a,123,drink,null,null,null,null,null,medium
a,123,drink,null,null,null,null,null,medium
a,124,family,8,14,13,4,null,null
a,124,drink,null,null,null,null,null,medium
a,124,drink,null,null,null,null,null,medium
a,124,drink,null,null,null,null,null,medium
a,124,drink,null,null,null,null,null,medium
a,125,family,16,17,10,5,null,null
a,125,drink,null,null,null,null,null,medium
a,125,drink,null,null,null,null,null,medium
a,125,drink,null,null,null,null,null,medium
a,125,drink,null,null,null,null,null,medium
a,126,bowl,12,null,null,2,null,null
a,126,drink,null,null,null,null,null,medium
a,127,family,16,9,10,3,null,null
a,127,drink,null,null,null,null,null,medium
a,127,drink,null,null,null,null,null,medium
a,127,drink,null,null,null,null,null,medium
a,127,drink,null,null,null,null,null,medium
a,128,bowl,15,null,null,6,null,null
a,128,drink,null,null,null,null,null,medium
a,129,family,14,10,12,4,null,null
a,129,drink,null,null,null,null,null,medium
a,129,drink,null,null,null,null,null,medium
a,129,drink,null,null,null,null,null,medium
a,129,drink,null,null,null,null,null,medium
a,130,family,15,15,9,3,null,null
a,130,drink,null,null,null,null,null,medium
a,130,drink,null,null,null,null,null,medium
a,130,drink,null,null,null,null,null,medium
a,130,drink,null,null,null,null,null,medium
a,131,plate,8,7,null,6,null,null
a,131,drink,null,null,null,null,null,large
a,132,plate,14,7,null,3,null,null
a,132,drink,null,null,null,null,null,large
a,133,bowl,17,null,null,4,null,null
a,133,drink,null,null,null,null,null,medium
a,134,plate,11,13,null,4,null,null
a,134,drink,null,null,null,null,null,large
a,135,bowl,15,null,null,6,null,null
a,135,drink,null,null,null,null,null,medium
a,136,family,14,10,16,1,null,null
a,136,drink,null,null,null,null,null,medium
a,136,drink,null,null,null,null,null,medium
a,136,drink,null,null,null,null,null,medium
a,136,drink,null,null,null,null,null,medium
a,137,bowl,17,null,null,5,null,null
a,137,drink,null,null,null,null,null,medium
a,138,family,14,16,10,5,null,null
a,138,drink,null,null,null,null,null,medium
a,138,drink,null,null,null,null,null,medium
a,138,drink,null,null,null,null,null,medium
a,138,drink,null,null,null,null,null,medium
a,139,plate,15,7,null,5,null,null
a,139,drink,null,null,null,null,null,large
a,140,family,11,11,7,4,null,null
a,140,drink,null,null,null,null,null,medium
a,140,drink,null,null,null,null,null,medium
a,140,drink,null,null,null,null,null,medium
a,140,drink,null,null,null,null,null,medium
a,141,bowl,9,null,null,4,null,null
a,141,drink,null,null,null,null,null,medium
a,142,plate,9,16,null,2,null,null
a,142,drink,null,null,null,null,null,large
a,143,family,13,14,13,4,null,null
a,143,drink,null,null,null,null,null,medium
a,143,drink,null,null,null,null,null,medium
a,143,drink,null,null,null,null,null,medium
a,143,drink,null,null,null,null,null,medium
a,144,family,13,17,7,1,null,null
a,144,drink,null,null,null,null,null,medium
a,144,drink,null,null,null,null,null,medium
a,144,drink,null,null,null,null,null,medium
a,144,drink,null,null,null,null,null,medium
a,145,family,9,15,16,2,null,null
a,145,drink,null,null,null,null,null,medium
a,145,drink,null,null,null,null,null,medium
a,145,drink,null,null,null,null,null,medium
a,145,drink,null,null,null,null,null,medium
a,146,plate,13,11,null,3,null,null
a,146,drink,null,null,null,null,null,large
a,147,bowl,14,null,null,6,null,null
a,147,drink,null,null,null,null,null,medium
a,148,bowl,9,null,null,5,null,null
a,148,drink,null,null,null,null,null,medium
a,149,family,11,12,13,5,null,null
a,149,drink,null,null,null,null,null,medium
a,149,drink,null,null,null,null,null,medium
a,149,drink,null,null,null,null,null,medium
a,149,drink,null,null,null,null,null,medium
a,150,family,8,17,16,5,null,null
a,150,drink,null,null,null,null,null,medium
a,150,drink,null,null,null,null,null,medium
a,150,drink,null,null,null,null,null,medium
a,150,drink,null,null,null,null,null,medium
a,151,family,11,7,10,6,null,null
a,151,drink,null,null,null,null,null,medium
a,151,drink,null,null,null,null,null,medium
a,151,drink,null,null,null,null,null,medium
a,151,drink,null,null,null,null,null,medium
a,152,bowl,15,null,null,2,null,null
a,152,drink,null,null,null,null,null,medium
a,153,family,17,10,8,4,null,null
a,153,drink,null,null,null,null,null,medium
a,153,drink,null,null,null,null,null,medium
a,153,drink,null,null,null,null,null,medium
a,153,drink,null,null,null,null,null,medium
a,154,family,11,11,12,2,null,null
a,154,drink,null,null,null,null,null,medium
a,154,drink,null,null,null,null,null,medium
a,154,drink,null,null,null,null,null,medium
a,154,drink,null,null,null,null,null,medium
a,155,plate,10,10,null,2,null,null
a,155,drink,null,null,null,null,null,large
a,156,bowl,9,null,null,3,null,null
a,156,drink,null,null,null,null,null,medium
a,157,plate,7,11,null,1,null,null
a,157,drink,null,null,null,null,null,large
a,158,plate,12,8,null,2,null,null
a,158,drink,null,null,null,null,null,large
a,159,plate,9,12,null,4,null,null
a,159,drink,null,null,null,null,null,large
a,160,bowl,16,null,null,3,null,null
a,160,drink,null,null,null,null,null,medium
a,161,family,7,11,14,5,null,null
a,161,drink,null,null,null,null,null,medium
a,161,drink,null,null,null,null,null,medium
a,161,drink,null,null,null,null,null,medium
a,161,drink,null,null,null,null,null,medium
a,162,plate,7,17,null,3,null,null
a,162,drink,null,null,null,null,null,large
a,163,bowl,7,null,null,6,null,null
a,163,drink,null,null,null,null,null,medium
a,164,family,16,7,12,2,null,null
a,164,drink,null,null,null,null,null,medium
a,164,drink,null,null,null,null,null,medium
a,164,drink,null,null,null,null,null,medium
a,164,drink,null,null,null,null,null,medium
a,165,bowl,12,null,null,2,null,null
a,165,drink,null,null,null,null,null,medium
a,166,bowl,12,null,null,5,null,null
a,166,drink,null,null,null,null,null,medium
a,167,plate,15,14,null,4,null,null
a,167,drink,null,null,null,null,null,large
a,168,plate,14,8,null,6,null,null
a,168,drink,null,null,null,null,null,large
a,169,plate,12,17,null,6,null,null
a,169,drink,null,null,null,null,null,large
a,170,family,14,15,13,2,null,null
a,170,drink,null,null,null,null,null,medium
a,170,drink,null,null,null,null,null,medium
a,170,drink,null,null,null,null,null,medium
a,170,drink,null,null,null,null,null,medium
a,171,plate,15,8,null,4,null,null
a,171,drink,null,null,null,null,null,large
a,172,bowl,11,null,null,1,null,null
a,172,drink,null,null,null,null,null,medium
a,173,bowl,17,null,null,4,null,null
a,173,drink,null,null,null,null,null,medium
a,174,family,17,12,17,5,null,null
a,174,drink,null,null,null,null,null,medium
a,174,drink,null,null,null,null,null,medium
a,174,drink,null,null,null,null,null,medium
a,174,drink,null,null,null,null,null,medium
a,175,bowl,12,null,null,3,null,null
a,175,drink,null,null,null,null,null,medium
a,176,bowl,10,null,null,1,null,null
a,176,drink,null,null,null,null,null,medium
a,177,family,8,9,12,1,null,null
a,177,drink,null,null,null,null,null,medium
a,177,drink,null,null,null,null,null,medium
a,177,drink,null,null,null,null,null,medium
a,177,drink,null,null,null,null,null,medium
a,178,plate,17,12,null,3,null,null
a,178,drink,null,null,null,null,null,large
a,179,bowl,11,null,null,4,null,null
a,179,drink,null,null,null,null,null,medium
a,180,bowl,13,null,null,2,null,null
a,180,drink,null,null,null,null,null,medium
a,181,plate,15,9,null,4,null,null
a,181,drink,null,null,null,null,null,large
a,182,plate,14,11,null,2,null,null
a,182,drink,null,null,null,null,null,large
a,183,family,13,8,11,3,null,null
a,183,drink,null,null,null,null,null,medium
a,183,drink,null,null,null,null,null,medium
a,183,drink,null,null,null,null,null,medium
a,183,drink,null,null,null,null,null,medium
a,184,plate,11,17,null,6,null,null
a,184,drink,null,null,null,null,null,large
a,185,plate,7,15,null,2,null,null
a,185,drink,null,null,null,null,null,large
a,186,bowl,12,null,null,1,null,null
a,186,drink,null,null,null,null,null,medium
a,187,plate,9,7,null,2,null,null
a,187,drink,null,null,null,null,null,large
a,188,plate,14,10,null,1,null,null
a,188,drink,null,null,null,null,null,large
a,189,plate,12,14,null,1,null,null
a,189,drink,null,null,null,null,null,large
a,190,family,8,10,15,1,null,null
a,190,drink,null,null,null,null,null,medium
a,190,drink,null,null,null,null,null,medium
a,190,drink,null,null,null,null,null,medium
a,190,drink,null,null,null,null,null,medium
a,191,bowl,15,null,null,5,null,null
a,191,drink,null,null,null,null,null,medium
a,192,family,9,16,13,1,null,null
a,192,drink,null,null,null,null,null,medium
a,192,drink,null,null,null,null,null,medium
a,192,drink,null,null,null,null,null,medium
a,192,drink,null,null,null,null,null,medium
a,193,bowl,8,null,null,6,null,null
a,193,drink,null,null,null,null,null,medium
a,194,family,9,8,13,2,null,null
a,194,drink,null,null,null,null,null,medium
a,194,drink,null,null,null,null,null,medium
a,194,drink,null,null,null,null,null,medium
a,194,drink,null,null,null,null,null,medium
a,195,family,10,13,11,1,null,null
a,195,drink,null,null,null,null,null,medium
a,195,drink,null,null,null,null,null,medium
a,195,drink,null,null,null,null,null,medium
a,195,drink,null,null,null,null,null,medium
a,196,family,12,9,14,2,null,null
a,196,drink,null,null,null,null,null,medium
a,196,drink,null,null,null,null,null,medium
a,196,drink,null,null,null,null,null,medium
a,196,drink,null,null,null,null,null,medium
a,197,family,12,9,10,3,null,null
a,197,drink,null,null,null,null,null,medium
a,197,drink,null,null,null,null,null,medium
a,197,drink,null,null,null,null,null,medium
a,197,drink,null,null,null,null,null,medium
a,198,bowl,14,null,null,2,null,null
a,198,drink,null,null,null,null,null,medium
a,199,plate,9,13,null,5,null,null
a,199,drink,null,null,null,null,null,large
a,200,bowl,17,null,null,3,null,null
a,200,drink,null,null,null,null,null,medium
a,201,bowl,13,null,null,2,null,null
a,201,drink,null,null,null,null,null,medium
a,202,family,7,7,14,2,null,null
a,202,drink,null,null,null,null,null,medium
a,202,drink,null,null,null,null,null,medium
a,202,drink,null,null,null,null,null,medium
a,202,drink,null,null,null,null,null,medium
a,203,plate,8,7,null,6,null,null
a,203,drink,null,null,null,null,null,large
a,204,family,12,8,14,6,null,null
a,204,drink,null,null,null,null,null,medium
a,204,drink,null,null,null,null,null,medium
a,204,drink,null,null,null,null,null,medium
a,204,drink,null,null,null,null,null,medium
a,205,bowl,17,null,null,2,null,null
a,205,drink,null,null,null,null,null,medium
a,206,plate,10,11,null,4,null,null
a,206,drink,null,null,null,null,null,large
a,207,bowl,8,null,null,2,null,null
a,207,drink,null,null,null,null,null,medium
a,208,bowl,16,null,null,3,null,null
a,208,drink,null,null,null,null,null,medium
a,209,family,16,14,7,5,null,null
a,209,drink,null,null,null,null,null,medium
a,209,drink,null,null,null,null,null,medium
a,209,drink,null,null,null,null,null,medium
a,209,drink,null,null,null,null,null,medium
a,210,plate,7,14,null,3,null,null
a,210,drink,null,null,null,null,null,large
a,211,bowl,16,null,null,3,null,null
a,211,drink,null,null,null,null,null,medium
a,212,plate,13,10,null,4,null,null
a,212,drink,null,null,null,null,null,large
a,213,plate,7,12,null,3,null,null
a,213,drink,null,null,null,null,null,large
a,214,plate,12,7,null,3,null,null
a,214,drink,null,null,null,null,null,large
a,215,bowl,9,null,null,1,null,null
a,215,drink,null,null,null,null,null,medium
a,216,bowl,16,null,null,4,null,null
a,216,drink,null,null,null,null,null,medium
a,217,bowl,9,null,null,3,null,null
a,217,drink,null,null,null,null,null,medium
a,218,family,7,9,7,4,null,null
a,218,drink,null,null,null,null,null,medium
a,218,drink,null,null,null,null,null,medium
a,218,drink,null,null,null,null,null,medium
a,218,drink,null,null,null,null,null,medium
a,219,family,10,16,11,2,null,null
a,219,drink,null,null,null,null,null,medium
a,219,drink,null,null,null,null,null,medium
a,219,drink,null,null,null,null,null,medium
a,219,drink,null,null,null,null,null,medium
a,220,plate,13,11,null,2,null,null
a,220,drink,null,null,null,null,null,large
a,221,family,15,12,14,3,null,null
a,221,drink,null,null,null,null,null,medium
a,221,drink,null,null,null,null,null,medium
a,221,drink,null,null,null,null,null,medium
a,221,drink,null,null,null,null,null,medium
a,222,family,14,10,10,2,null,null
a,222,drink,null,null,null,null,null,medium
a,222,drink,null,null,null,null,null,medium
a,222,drink,null,null,null,null,null,medium
a,222,drink,null,null,null,null,null,medium
a,223,plate,15,14,null,3,null,null
a,223,drink,null,null,null,null,null,large
a,224,plate,15,13,null,5,null,null
a,224,drink,null,null,null,null,null,large
a,225,plate,7,13,null,5,null,null
a,225,drink,null,null,null,null,null,large
a,226,plate,9,8,null,1,null,null
a,226,drink,null,null,null,null,null,large
a,227,plate,9,15,null,2,null,null
a,227,drink,null,null,null,null,null,large
a,228,plate,16,7,null,1,null,null
a,228,drink,null,null,null,null,null,large
a,229,plate,14,16,null,1,null,null
a,229,drink,null,null,null,null,null,large
a,230,family,16,14,14,3,null,null
a,230,drink,null,null,null,null,null,medium
a,230,drink,null,null,null,null,null,medium
a,230,drink,null,null,null,null,null,medium
a,230,drink,null,null,null,null,null,medium
a,231,plate,9,11,null,2,null,null
a,231,drink,null,null,null,null,null,large
a,232,family,13,7,16,6,null,null
a,232,drink,null,null,null,null,null,medium
a,232,drink,null,null,null,null,null,medium
a,232,drink,null,null,null,null,null,medium
a,232,drink,null,null,null,null,null,medium
a,233,family,16,7,8,6,null,null
a,233,drink,null,null,null,null,null,medium
a,233,drink,null,null,null,null,null,medium
a,233,drink,null,null,null,null,null,medium
a,233,drink,null,null,null,null,null,medium
a,234,bowl,7,null,null,4,null,null
a,234,drink,null,null,null,null,null,medium
a,235,family,8,16,11,6,null,null
a,235,drink,null,null,null,null,null,medium
a,235,drink,null,null,null,null,null,medium
a,235,drink,null,null,null,null,null,medium
a,235,drink,null,null,null,null,null,medium
a,236,bowl,17,null,null,6,null,null
a,236,drink,null,null,null,null,null,medium
a,237,bowl,15,null,null,5,null,null
a,237,drink,null,null,null,null,null,medium
a,238,bowl,11,null,null,4,null,null
